MLService,Model,Version,GCC,LCC,Period,PayrollService,System,Client,ABKRS,PERNR,PersArea,EmpGroup,EmpSubgroup,ForPeriod,TaxableGross,Year,FilingStatus,TaxExIndicator,ExtraTaxAmount,NumExemptions,FedTaxWithholding
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992197,ZUS1,1,80,201901,5750,2019,1,,0,0,850.21
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992199,ZUS1,1,80,201901,3354.16,2019,1,,0,0,348.33
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992200,ZUS1,1,80,201901,3354.16,2019,1,,0,0,348.33
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992201,ZUS1,1,80,201901,4791.66,2019,1,,0,0,639.37
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992202,ZUS1,1,80,201901,9583.34,2019,1,,0,0,1738.54
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992203,ZUS1,1,80,201901,3354.16,2019,1,,0,0,348.33
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992204,ZUS1,1,80,201901,1916.66,2019,1,,0,0,175.83
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992205,ZUS1,1,80,201901,1916.66,2019,1,,0,0,175.83
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992206,ZUS1,1,80,201901,4791.66,2019,1,,0,0,639.37
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992207,ZUS1,1,80,201901,3354.16,2019,1,,0,0,348.33
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992208,ZUS1,1,80,201901,5750,2019,1,,0,0,850.21
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992209,ZUS1,1,80,201901,4791.66,2019,1,,0,0,639.37
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992210,ZUS1,1,80,201901,4791.66,2019,1,,0,0,639.37
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992211,ZUS1,1,80,201901,4791.66,2019,1,,0,0,639.37
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992212,ZUS1,1,80,201901,4791.66,2019,1,,0,0,639.37
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992213,ZUS1,1,80,201901,161000,2019,1,,0,0,56535.13
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992214,ZUS1,1,80,201901,4791.66,2019,1,,0,0,639.37
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992215,ZUS1,1,80,201901,5750,2019,1,,0,0,850.21
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992216,ZUS1,1,80,201901,5750,2019,1,,0,0,850.21
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992217,ZUS1,1,80,201901,3354.16,2019,1,,0,0,348.33
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992218,ZUS1,1,80,201901,4791.66,2019,1,,0,0,639.37
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992219,ZUS1,1,80,201901,4791.66,2019,1,,0,0,639.37
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992220,ZUS1,1,80,201901,3354.16,2019,1,,0,0,348.33
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992221,ZUS1,1,80,201901,3354.16,2019,1,,0,0,348.33
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992222,ZUS1,1,80,201901,6708.34,2019,1,,0,0,1061.04
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992223,ZUS1,1,80,201901,6708.34,2019,1,,0,0,1061.04
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992224,ZUS1,1,80,201901,4791.66,2019,1,,0,0,639.37
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992227,ZUS1,1,80,201901,5750,2019,1,,0,0,850.21
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992228,ZUS1,1,80,201901,5750,2019,1,,0,0,850.21
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992229,ZUS1,1,80,201901,4791.66,2019,1,,0,0,639.37
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992230,ZUS1,1,80,201901,5750,2019,1,,0,0,850.21
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992231,ZUS1,1,80,201901,3354.16,2019,1,,0,0,348.33
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992232,ZUS1,1,80,201901,3354.16,2019,1,,0,0,348.33
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992233,ZUS1,1,80,201901,3354.16,2019,1,,0,0,348.33
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992234,ZUS1,1,80,201901,4791.66,2019,1,,0,0,639.37
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992235,ZUS1,1,80,201901,3354.16,2019,1,,0,0,348.33
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992236,ZUS1,1,80,201901,5750,2019,1,,0,0,850.21
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992237,ZUS1,1,80,201901,4791.66,2019,1,,0,0,639.37
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992238,ZUS1,1,80,201901,4791.66,2019,1,,0,0,639.37
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992239,ZUS1,1,80,201901,4791.66,2019,1,,0,0,639.37
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992240,ZUS1,1,80,201901,3354.16,2019,1,,0,0,348.33
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992243,ZUS1,1,80,201901,6708.34,2019,1,,0,0,1061.04
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992244,ZUS1,1,80,201901,4791.66,2019,1,,0,0,639.37
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992245,ZUS1,1,80,201901,4791.66,2019,1,,0,0,639.37
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992246,ZUS1,1,80,201901,6708.34,2019,1,,0,0,1061.04
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992248,ZUS1,1,80,201901,4791.66,2019,1,,0,0,639.37
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992249,ZUS1,1,80,201901,5750,2019,1,,0,0,850.21
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992251,ZUS1,1,80,201901,5750,2019,1,,0,0,850.21
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992252,ZUS1,1,80,201901,5750,2019,1,,0,0,850.21
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992253,ZUS1,1,80,201901,6708.34,2019,1,,0,0,1061.04
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992254,ZUS1,1,80,201901,5750,2019,1,,0,0,850.21
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992255,ZUS1,1,80,201901,6708.34,2019,1,,0,0,1061.04
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992256,ZUS1,1,80,201901,5750,2019,1,,0,0,850.21
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992257,ZUS1,1,80,201901,4791.66,2019,1,,0,0,639.37
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992258,ZUS1,1,80,201901,5750,2019,1,,0,0,850.21
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992259,ZUS1,1,80,201901,5750,2019,1,,0,0,850.21
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992262,ZUS1,1,80,201901,5750,2019,1,,0,0,850.21
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992263,ZUS1,1,80,201901,4791.66,2019,1,,0,0,639.37
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992264,ZUS1,1,80,201901,4791.66,2019,1,,0,0,639.37
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992265,ZUS1,1,80,201901,5750,2019,1,,0,0,850.21
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992266,ZUS1,1,80,201901,6708.34,2019,1,,0,0,1061.04
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992267,ZUS1,1,80,201901,5750,2019,1,,0,0,850.21
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992268,ZUS1,1,80,201901,3354.16,2019,1,,0,0,348.33
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992269,ZUS1,1,80,201901,4791.66,2019,1,,0,0,639.37
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992271,ZUS1,1,80,201901,3354.16,2019,1,,0,0,348.33
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992273,ZUS1,1,80,201901,4791.66,2019,1,,0,0,639.37
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992274,ZUS1,1,80,201901,1916.66,2019,1,,0,0,175.83
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992275,ZUS1,1,80,201901,4791.66,2019,1,,0,0,639.37
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992276,ZUS1,1,80,201901,6708.34,2019,1,,0,0,1061.04
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992277,ZUS1,1,80,201901,4791.66,2019,1,,0,0,639.37
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992278,ZUS1,1,80,201901,4791.66,2019,1,,0,0,639.37
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992279,ZUS1,1,80,201901,3354.16,2019,1,,0,0,348.33
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992280,ZUS1,1,80,201901,4791.66,2019,1,,0,0,639.37
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992281,ZUS1,1,80,201901,4791.66,2019,1,,0,0,639.37
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992282,ZUS1,1,80,201901,3354.16,2019,1,,0,0,348.33
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992283,ZUS1,1,80,201901,4791.66,2019,1,,0,0,639.37
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992284,ZUS1,1,80,201901,4791.66,2019,1,,0,0,639.37
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992285,ZUS1,1,80,201901,3354.16,2019,1,,0,0,348.33
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992286,ZUS1,1,80,201901,4791.66,2019,1,,0,0,639.37
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992287,ZUS1,1,80,201901,4791.66,2019,1,,0,0,639.37
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992289,ZUS1,1,80,201901,3354.16,2019,1,,0,0,348.33
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992290,ZUS1,1,80,201901,4791.66,2019,1,,0,0,639.37
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992291,ZUS1,1,80,201901,3354.16,2019,1,,0,0,348.33
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992292,ZUS1,1,80,201901,1916.66,2019,1,,0,0,175.83
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992293,ZUS1,1,80,201901,4791.66,2019,1,,0,0,639.37
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992294,ZUS1,1,80,201901,1916.66,2019,1,,0,0,175.83
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992296,ZUS1,1,80,201901,4791.66,2019,1,,0,0,639.37
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992297,ZUS1,1,80,201901,1916.66,2019,1,,0,0,175.83
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992298,ZUS1,1,80,201901,1916.66,2019,1,,0,0,175.83
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992299,ZUS1,1,80,201901,5750,2019,1,,0,0,850.21
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992300,ZUS1,1,80,201901,6708.34,2019,1,,0,0,1061.04
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992301,ZUS1,1,80,201901,5750,2019,1,,0,0,850.21
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992302,ZUS1,1,80,201901,1916.66,2019,1,,0,0,175.83
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992303,ZUS1,1,80,201901,1916.66,2019,1,,0,0,175.83
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992304,ZUS1,1,80,201901,4791.66,2019,1,,0,0,639.37
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992305,ZUS1,1,80,201901,1916.66,2019,1,,0,0,175.83
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992307,ZUS1,1,80,201901,4791.66,2019,1,,0,0,639.37
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992308,ZUS1,1,80,201901,1916.66,2019,1,,0,0,175.83
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992309,ZUS1,1,80,201901,4791.66,2019,1,,0,0,639.37
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992311,ZUS1,1,80,201901,1916.66,2019,1,,0,0,175.83
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992313,ZUS1,1,80,201901,6708.34,2019,1,,0,0,1061.04
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992314,ZUS1,1,80,201901,4791.66,2019,1,,0,0,639.37
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992315,ZUS1,1,80,201901,4791.66,2019,1,,0,0,639.37
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992316,ZUS1,1,80,201901,3354.16,2019,1,,0,0,348.33
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992318,ZUS1,1,80,201901,1916.66,2019,1,,0,0,175.83
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992319,ZUS1,1,80,201901,1916.66,2019,1,,0,0,175.83
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992320,ZUS1,1,80,201901,8625,2019,1,,0,0,1508.54
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992321,ZUS1,1,80,201901,3354.16,2019,1,,0,0,348.33
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992322,ZUS1,1,80,201901,1916.66,2019,1,,0,0,175.83
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992323,ZUS1,1,80,201901,4791.66,2019,1,,0,0,639.37
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992325,ZUS1,1,80,201901,5750,2019,1,,0,0,850.21
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992327,ZUS1,1,80,201901,4791.66,2019,1,,0,0,639.37
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992328,ZUS1,1,80,201901,4791.66,2019,1,,0,0,639.37
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992329,ZUS1,1,80,201901,5750,2019,1,,0,0,850.21
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992330,ZUS1,1,80,201901,4791.66,2019,1,,0,0,639.37
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992332,ZUS1,1,80,201901,3354.16,2019,1,,0,0,348.33
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992333,ZUS1,1,80,201901,5750,2019,1,,0,0,850.21
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992334,ZUS1,1,80,201901,5750,2019,1,,0,0,850.21
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992338,ZUS1,1,80,201901,1916.66,2019,1,,0,0,175.83
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992339,ZUS1,1,80,201901,3354.16,2019,1,,0,0,348.33
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992340,ZUS1,1,80,201901,1916.66,2019,1,,0,0,175.83
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992341,ZUS1,1,80,201901,3354.16,2019,1,,0,0,348.33
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992343,ZUS1,1,80,201901,3354.16,2019,1,,0,0,348.33
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992344,ZUS1,1,80,201901,5750,2019,1,,0,0,850.21
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992345,ZUS1,1,80,201901,4791.66,2019,1,,0,0,639.37
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992346,ZUS1,1,80,201901,3354.16,2019,1,,0,0,348.33
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992347,ZUS1,1,80,201901,4791.66,2019,1,,0,0,639.37
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992348,ZUS1,1,80,201901,5750,2019,1,,0,0,850.21
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992349,ZUS1,1,80,201901,4791.66,2019,1,,0,0,639.37
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992350,ZUS1,1,80,201901,5750,2019,1,,0,0,850.21
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992351,ZUS1,1,80,201901,3354.16,2019,1,,0,0,348.33
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992352,ZUS1,1,80,201901,3354.16,2019,1,,0,0,348.33
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992354,ZUS1,1,80,201901,3354.16,2019,1,,0,0,348.33
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992355,ZUS1,1,80,201901,5750,2019,1,,0,0,850.21
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992356,ZUS1,1,80,201901,1916.66,2019,1,,0,0,175.83
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992357,ZUS1,1,80,201901,4791.66,2019,1,,0,0,639.37
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992358,ZUS1,1,80,201901,4791.66,2019,1,,0,0,639.37
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992360,ZUS1,1,80,201901,4791.66,2019,1,,0,0,639.37
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992361,ZUS1,1,80,201901,3354.16,2019,1,,0,0,348.33
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992362,ZUS1,1,80,201901,3354.16,2019,1,,0,0,348.33
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992363,ZUS1,1,80,201901,3354.16,2019,1,,0,0,348.33
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992364,ZUS1,1,80,201901,3354.16,2019,1,,0,0,348.33
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992366,ZUS1,1,80,201901,4791.66,2019,1,,0,0,639.37
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992367,ZUS1,1,80,201901,5750,2019,1,,0,0,850.21
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992368,ZUS1,1,80,201901,5750,2019,1,,0,0,850.21
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992369,ZUS1,1,80,201901,4791.66,2019,1,,0,0,639.37
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992370,ZUS1,1,80,201901,5750,2019,1,,0,0,850.21
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992371,ZUS1,1,80,201901,1916.66,2019,1,,0,0,175.83
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992372,ZUS1,1,80,201901,1916.66,2019,1,,0,0,175.83
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992373,ZUS1,1,80,201901,1916.66,2019,1,,0,0,175.83
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992374,ZUS1,1,80,201901,1916.66,2019,1,,0,0,175.83
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992375,ZUS1,1,80,201901,3354.16,2019,1,,0,0,348.33
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992377,ZUS1,1,80,201901,1916.66,2019,1,,0,0,175.83
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992379,ZUS1,1,80,201901,3354.16,2019,1,,0,0,348.33
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992380,ZUS1,1,80,201901,3354.16,2019,1,,0,0,348.33
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992381,ZUS1,1,80,201901,9583.34,2019,1,,0,0,1738.54
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992383,ZUS1,1,80,201901,9583.34,2019,1,,0,0,1738.54
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992384,ZUS1,1,80,201901,4791.66,2019,1,,0,0,639.37
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992386,ZUS1,1,80,201901,9583.34,2019,1,,0,0,1738.54
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992389,ZUS1,1,80,201901,8625,2019,1,,0,0,1508.54
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992391,ZUS1,1,80,201901,8625,2019,1,,0,0,1508.54
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992393,ZUS1,1,80,201901,4791.66,2019,1,,0,0,639.37
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992851,ZUS1,1,80,201901,5750,2019,1,,0,0,850.21
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992853,ZUS1,1,80,201901,1916.66,2019,1,,0,0,175.83
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992856,ZUS1,1,80,201901,4791.66,2019,1,,0,0,639.37
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992857,ZUS1,1,80,201901,5750,2019,1,,0,0,850.21
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992860,ZUS1,1,80,201901,5750,2019,1,,0,0,850.21
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992864,ZUS1,1,80,201901,5750,2019,1,,0,0,850.21
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992865,ZUS1,1,80,201901,5750,2019,1,,0,0,850.21
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992871,ZUS1,1,80,201901,4791.66,2019,1,,0,0,639.37
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992891,ZUS1,1,80,201901,5750,2019,1,,0,0,850.21
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992893,ZUS1,1,80,201901,4791.66,2019,1,,0,0,639.37
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992894,ZUS1,1,80,201901,3354.16,2019,1,,0,0,348.33
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992896,ZUS1,1,80,201901,3354.16,2019,1,,0,0,348.33
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992897,ZUS1,1,80,201901,1916.66,2019,1,,0,0,175.83
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992898,ZUS1,1,80,201901,4791.66,2019,1,,0,0,639.37
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992899,ZUS1,1,80,201901,4791.66,2019,1,,0,0,639.37
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992900,ZUS1,1,80,201901,1916.66,2019,1,,0,0,175.83
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992901,ZUS1,1,80,201901,4791.66,2019,1,,0,0,639.37
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992902,ZUS1,1,80,201901,1916.66,2019,1,,0,0,175.83
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992903,ZUS1,1,80,201901,4791.66,2019,1,,0,0,639.37
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992904,ZUS1,1,80,201901,4791.66,2019,1,,0,0,639.37
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992905,ZUS1,1,80,201901,1916.66,2019,1,,0,0,175.83
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992906,ZUS1,1,80,201901,3354.16,2019,1,,0,0,348.33
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992907,ZUS1,1,80,201901,1916.66,2019,1,,0,0,175.83
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992943,ZUS1,1,80,201901,3354.16,2019,1,,0,0,348.33
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992945,ZUS1,1,80,201901,4791.66,2019,1,,0,0,639.37
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992946,ZUS1,1,80,201901,1916.66,2019,1,,0,0,175.83
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992947,ZUS1,1,80,201901,5750,2019,1,,0,0,850.21
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992948,ZUS1,1,80,201901,5750,2019,1,,0,0,850.21
TWV,T001,2,ZZZ,Z10,201901,EUH,EDF,402,ZZ,99992949,ZUS1,1,80,201901,5750,2019,1,,0,0,850.21
